0,0.0
1,3.092653200786171e-05
2,0.0009512411437661305
3,0.0067604238007397165
4,0.02594927194801677
5,0.07016062134056023
6,0.15031997456971677
7,0.2715817213096352
8,0.42909728568146727
9,0.606495919262
10,0.7780932140258686
11,0.9145185866930894
12,0.990172503388832
13,0.990172503388832
14,0.9145185866930899
15,0.7780932140258692
16,0.6064959192619995
17,0.42909728568146693
18,0.2715817213096352
19,0.15031997456971652
20,0.07016062134056002
21,0.025949271948016633
22,0.006760423800739661
23,0.0009512411437661146
24,3.092653200786041e-05
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,8.293219753863779e-74
51,3.092653200786486e-05
52,0.0009512411437661815
53,0.0067604238007399715
54,0.025949271948017483
55,0.07016062134056181
56,0.15031997456971946
57,0.2715817213096393
58,0.4290972856814723
59,0.606495919262004
60,0.7780932140258727
61,0.9145185866930925
62,0.9901725033888331
63,0.9901725033888309
64,0.9145185866930863
65,0.7780932140258623
66,0.6064959192619936
67,0.42909728568146244
68,0.27158172130962993
69,0.1503199745697136
70,0.07016062134055784
71,0.025949271948015752
72,0.006760423800739263
73,0.000951241143766045
74,3.092653200785476e-05
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,4.1620576620531215e-71
101,3.0926532007871095e-05
102,0.0009512411437662924
103,0.006760423800740405
104,0.025949271948018906
105,0.07016062134056426
106,0.15031997456972288
107,0.271581721309645
108,0.42909728568147826
109,0.6064959192620125
110,0.7780932140258796
111,0.9145185866930982
112,0.9901725033888348
113,0.9901725033888292
114,0.9145185866930816
115,0.778093214025856
116,0.6064959192619865
117,0.4290972856814531
118,0.2715817213096242
119,0.1503199745697081
120,0.07016062134055538
121,0.02594927194801454
122,0.00676042380073883
123,0.0009512411437659506
124,3.092653200784853e-05
